# time passed	number of events
11737.500	246.000
11745.000	216.000
11752.500	259.000
11760.000	215.000
11767.500	244.000
11775.000	202.000
11782.500	225.000
11790.000	210.000
11797.500	258.000
11805.000	246.000
11812.500	239.000
11820.000	263.000
11827.500	237.000
11835.000	217.000
11842.500	251.000
11850.000	236.000
11857.500	235.000
11865.000	267.000
11872.500	217.000
11880.000	219.000
11887.500	230.000
11895.000	225.000
11902.500	232.000
11910.000	244.000
11917.500	236.000
11925.000	246.000
11932.500	252.000
11940.000	253.000
11947.500	243.000
11955.000	208.000
11962.500	262.000
11970.000	233.000
11977.500	225.000
11985.000	229.000
11992.500	237.000
12000.000	235.000
12007.500	221.000
12015.000	233.000
12022.500	227.000
12030.000	232.000
12037.500	233.000
12045.000	226.000
12052.500	264.000
12060.000	246.000
12067.500	247.000
12075.000	249.000
12082.500	224.000
12090.000	238.000
12097.500	240.000
12105.000	248.000
12112.500	239.000
12120.000	227.000
12127.500	237.000
12135.000	246.000
12142.500	247.000
12150.000	235.000
12157.500	254.000
12165.000	247.000
12172.500	229.000
12180.000	209.000
12187.500	250.000
12195.000	219.000
12202.500	205.000
12210.000	215.000
12217.500	251.000
12225.000	262.000
12232.500	237.000
12240.000	239.000
12247.500	247.000
12255.000	239.000
12262.500	263.000
12270.000	224.000
12277.500	242.000
12285.000	265.000
12292.500	219.000
12300.000	238.000
12307.500	206.000
12315.000	237.000
12322.500	227.000
12330.000	223.000
12337.500	225.000
12345.000	220.000
12352.500	239.000
12360.000	246.000
12367.500	238.000
12375.000	236.000
12382.500	246.000
12390.000	228.000
12397.500	230.000
12405.000	238.000
12412.500	239.000
12420.000	250.000
12427.500	259.000
12435.000	240.000
12442.500	219.000
12450.000	229.000
12457.500	231.000
12465.000	221.000
12472.500	245.000
12480.000	262.000
12487.500	246.000
12495.000	246.000
12502.500	255.000
12510.000	248.000
12517.500	234.000
12525.000	215.000
12532.500	235.000
12540.000	234.000
12547.500	225.000
12555.000	259.000
12562.500	225.000
12570.000	228.000
12577.500	247.000
12585.000	237.000
12592.500	252.000
12600.000	257.000
12607.500	206.000
12615.000	252.000
12622.500	242.000
12630.000	230.000
12637.500	229.000
12645.000	239.000
12652.500	256.000
12660.000	251.000
12667.500	231.000
12675.000	249.000
12682.500	225.000
12690.000	217.000
12697.500	255.000
12705.000	211.000
12712.500	219.000
12720.000	229.000
12727.500	245.000
12735.000	239.000
12742.500	236.000
12750.000	249.000
12757.500	229.000
12765.000	212.000
12772.500	226.000
12780.000	247.000
12787.500	212.000
12795.000	230.000
12802.500	230.000
12810.000	219.000
12817.500	260.000
12825.000	208.000
12832.500	244.000
12840.000	253.000
12847.500	220.000
12855.000	286.000
12862.500	220.000
12870.000	235.000
12877.500	246.000
12885.000	265.000
12892.500	228.000
12900.000	221.000
12907.500	256.000
12915.000	236.000
12922.500	230.000
12930.000	246.000
12937.500	271.000
12945.000	268.000
12952.500	248.000
12960.000	265.000
12967.500	226.000
12975.000	237.000
12982.500	238.000
12990.000	212.000
12997.500	209.000
13005.000	223.000
13012.500	219.000
13020.000	253.000
13027.500	245.000
13035.000	234.000
13042.500	214.000
13050.000	227.000
13057.500	247.000
13065.000	210.000
13072.500	259.000
13080.000	251.000
13087.500	224.000
13095.000	225.000
13102.500	240.000
13110.000	244.000
13117.500	236.000
13125.000	222.000
13132.500	257.000
13140.000	234.000
13147.500	226.000
13155.000	243.000
13162.500	254.000
13170.000	209.000
13177.500	216.000
13185.000	237.000
13192.500	246.000
13200.000	249.000
13207.500	231.000
13215.000	235.000
13222.500	259.000
13230.000	240.000
13237.500	224.000
13245.000	219.000
13252.500	236.000
13260.000	228.000
13267.500	233.000
13275.000	239.000
13282.500	228.000
13290.000	229.000
13297.500	224.000
13305.000	232.000
13312.500	245.000
13320.000	207.000
13327.500	228.000
13335.000	227.000
13342.500	231.000
13350.000	258.000
13357.500	235.000
13365.000	252.000
13372.500	235.000
13380.000	248.000
13387.500	210.000
13395.000	224.000
13402.500	261.000
13410.000	234.000
13417.500	235.000
13425.000	241.000
13432.500	228.000
13440.000	213.000
13447.500	237.000
13455.000	251.000
13462.500	216.000
13470.000	235.000
13477.500	238.000
13485.000	234.000
13492.500	202.000
13500.000	249.000
13507.500	233.000
13515.000	221.000
13522.500	238.000
13530.000	217.000
13537.500	229.000
13545.000	235.000
13552.500	256.000
13560.000	239.000
13567.500	228.000
13575.000	222.000
13582.500	246.000
13590.000	260.000
13597.500	206.000
13605.000	240.000
13612.500	232.000
13620.000	255.000
13627.500	222.000
13635.000	234.000
13642.500	228.000
13650.000	246.000
13657.500	227.000
13665.000	267.000
13672.500	226.000
13680.000	232.000
13687.500	233.000
13695.000	251.000
13702.500	247.000
13710.000	243.000
13717.500	248.000
13725.000	241.000
13732.500	216.000
13740.000	237.000
13747.500	248.000
13755.000	234.000
13762.500	233.000
13770.000	215.000
13777.500	211.000
13785.000	236.000
13792.500	225.000
13800.000	237.000
13807.500	239.000
13815.000	250.000
13822.500	243.000
13830.000	217.000
13837.500	210.000
13845.000	235.000
13852.500	260.000
13860.000	248.000
13867.500	224.000
13875.000	263.000
13882.500	247.000
13890.000	247.000
13897.500	250.000
13905.000	224.000
13912.500	220.000
13920.000	209.000
13927.500	235.000
13935.000	224.000
13942.500	246.000
13950.000	227.000
13957.500	228.000
13965.000	260.000
13972.500	253.000
13980.000	236.000
13987.500	194.000
13995.000	201.000
14002.500	240.000
14010.000	231.000
14017.500	228.000
14025.000	264.000
14032.500	256.000
14040.000	260.000
14047.500	211.000
14055.000	234.000
14062.500	235.000
14070.000	245.000
14077.500	231.000
14085.000	221.000
14092.500	244.000
14100.000	251.000
14107.500	256.000
14115.000	255.000
14122.500	248.000
14130.000	220.000
14137.500	227.000
14145.000	206.000
14152.500	255.000
14160.000	227.000
14167.500	233.000
14175.000	268.000
14182.500	260.000
14190.000	228.000
14197.500	232.000
14205.000	258.000
14212.500	211.000
14220.000	228.000
14227.500	254.000
14235.000	237.000
14242.500	227.000
14250.000	254.000
14257.500	201.000
14265.000	221.000
14272.500	249.000
14280.000	252.000
14287.500	252.000
14295.000	245.000
14302.500	235.000
14310.000	245.000
14317.500	221.000
14325.000	242.000
14332.500	241.000
14340.000	215.000
14347.500	224.000
14355.000	241.000
14362.500	192.000
14370.000	228.000
14377.500	241.000
14385.000	252.000
14392.500	243.000
14400.000	213.000
14407.500	237.000
14415.000	238.000
14422.500	232.000
14430.000	275.000
14437.500	231.000
14445.000	249.000
14452.500	258.000
14460.000	258.000
14467.500	244.000
14475.000	223.000
14482.500	225.000
14490.000	269.000
14497.500	253.000
14505.000	262.000
14512.500	251.000
14520.000	239.000
14527.500	225.000
14535.000	258.000
14542.500	246.000
14550.000	267.000
14557.500	242.000
14565.000	229.000
14572.500	240.000
14580.000	234.000
14587.500	232.000
14595.000	230.000
14602.500	249.000
14610.000	242.000
14617.500	224.000
14625.000	220.000
14632.500	273.000
14640.000	237.000
14647.500	254.000
14655.000	228.000
14662.500	247.000
14670.000	244.000
14677.500	213.000
14685.000	238.000
14692.500	230.000
14700.000	245.000
14707.500	221.000
14715.000	250.000
14722.500	230.000
14730.000	207.000
14737.500	256.000
14745.000	247.000
14752.500	213.000
14760.000	245.000
14767.500	254.000
14775.000	240.000
14782.500	228.000
14790.000	252.000
14797.500	228.000
14805.000	211.000
14812.500	226.000
14820.000	245.000
14827.500	260.000
14835.000	241.000
14842.500	224.000
14850.000	230.000
14857.500	244.000
14865.000	226.000
14872.500	269.000
14880.000	255.000
14887.500	228.000
14895.000	246.000
14902.500	253.000
14910.000	241.000
14917.500	252.000
14925.000	259.000
14932.500	247.000
14940.000	254.000
14947.500	261.000
14955.000	293.000
14962.500	216.000
14970.000	225.000
14977.500	225.000
14985.000	235.000
14992.500	240.000
15000.000	238.000
15007.500	223.000
15015.000	240.000
15022.500	222.000
15030.000	233.000
15037.500	247.000
15045.000	222.000
15052.500	241.000
15060.000	231.000
15067.500	240.000
15075.000	216.000
15082.500	228.000
15090.000	232.000
15097.500	227.000
15105.000	227.000
15112.500	247.000
15120.000	257.000
15127.500	268.000
15135.000	224.000
15142.500	205.000
15150.000	215.000
15157.500	235.000
15165.000	224.000
15172.500	239.000
15180.000	225.000
15187.500	227.000
15195.000	239.000
15202.500	223.000
15210.000	221.000
15217.500	215.000
15225.000	209.000
15232.500	228.000
15240.000	231.000
15247.500	240.000
15255.000	234.000
15262.500	259.000
15270.000	262.000
15277.500	222.000
15285.000	237.000
15292.500	254.000
15300.000	250.000
15307.500	230.000
15315.000	225.000
15322.500	230.000
15330.000	265.000
15337.500	220.000
15345.000	252.000
15352.500	229.000
15360.000	214.000
